Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Profit_Margin
2023-10-03,Camera,Electronics,South,4,4480,592.82,2023,10,October,13.232589285714285
2023-02-14,Smartwatch,Electronics,East,3,1533,440.88,2023,2,February,28.759295499021526
2024-02-10,Mouse,Accessories,East,1,109,10.35,2024,2,February,9.495412844036696
2024-04-07,Smartphone,Electronics,South,4,2380,594.86,2024,4,April,24.994117647058825
2022-08-22,Printer,Office,South,8,2592,432.37,2022,8,August,16.680941358024693
2023-12-08,Laptop,Electronics,East,6,5112,1289.47,2023,12,December,25.224374021909235
2023-04-02,Smartwatch,Electronics,North,8,9392,1753.08,2023,4,April,18.665672913117547
2024-10-21,Laptop,Electronics,West,2,2386,381.83,2024,10,October,16.002933780385582
2024-12-03,Smartwatch,Electronics,South,5,465,71.23,2024,12,December,15.318279569892473
2023-04-19,Smartphone,Electronics,West,2,604,102.52,2023,4,April,16.97350993377483
2022-10-02,Smartwatch,Electronics,East,2,2216,650.27,2022,10,October,29.344314079422386
2023-06-06,Mouse,Accessories,East,4,1168,220.22,2023,6,June,18.85445205479452
2022-01-26,Monitor,Accessories,South,7,4088,230.43,2022,1,January,5.636741682974559
2022-02-24,Keyboard,Accessories,West,7,2597,152.09,2022,2,February,5.856372737774356
2023-08-22,Smartwatch,Electronics,West,3,2151,322.03,2023,8,August,14.97117619711762
2024-09-08,Laptop,Electronics,East,6,462,71.22,2024,9,September,15.415584415584416
2022-10-23,Mouse,Accessories,North,7,5957,1077.86,2022,10,October,18.094007050528788
2023-12-13,Smartphone,Electronics,West,6,6978,2028.63,2023,12,December,29.07179707652623
2024-10-20,Headphones,Accessories,South,1,282,72.5,2024,10,October,25.70921985815603
2023-12-05,Camera,Electronics,East,1,157,27.65,2023,12,December,17.611464968152866
2023-07-14,Monitor,Accessories,North,8,3304,404.33,2023,7,July,12.237590799031477
2022-02-13,Headphones,Accessories,North,3,3051,201.26,2022,2,February,6.596525729269091
2024-06-16,Mouse,Accessories,East,9,8082,1783.55,2024,6,June,22.068176194011382
2024-10-14,Laptop,Electronics,West,3,510,110.38,2024,10,October,21.64313725490196
2024-04-20,Tablet,Electronics,East,8,3976,1170.36,2024,4,April,29.435613682092555
2023-12-26,Smartphone,Electronics,East,9,828,59.99,2023,12,December,7.245169082125604
2023-04-05,Headphones,Accessories,West,7,2457,388.11,2023,4,April,15.796092796092797
2023-08-02,Camera,Electronics,North,4,3924,298.07,2023,8,August,7.596075433231396
2022-11-30,Headphones,Accessories,West,2,2018,227.75,2022,11,November,11.285926660059465
2024-09-08,Monitor,Accessories,West,3,2043,479.9,2024,9,September,23.489965736661773
2024-06-07,Printer,Office,West,5,1035,187.12,2024,6,June,18.079227053140098
2023-08-12,Smartwatch,Electronics,North,6,2724,675.53,2023,8,August,24.799192364170334
2023-05-02,Camera,Electronics,East,1,1120,127.32,2023,5,May,11.367857142857142
2024-10-26,Monitor,Accessories,North,6,3438,631.95,2024,10,October,18.381326352530543
2022-09-27,Smartwatch,Electronics,West,5,3170,379.27,2022,9,September,11.964353312302839
2023-06-25,Smartwatch,Electronics,East,4,660,83.96,2023,6,June,12.721212121212119
2022-11-05,Tablet,Electronics,East,7,4669,1088.15,2022,11,November,23.305847076461774
2022-08-12,Smartwatch,Electronics,West,5,1045,89.0,2022,8,August,8.516746411483252
2022-02-27,Keyboard,Accessories,North,4,2724,229.47,2022,2,February,8.424008810572687
2023-09-14,Headphones,Accessories,West,8,5312,1583.0,2023,9,September,29.800451807228917
2024-11-23,Tablet,Electronics,West,4,4252,445.18,2024,11,November,10.469896519285042
2024-10-09,Printer,Office,East,7,8057,1652.27,2024,10,October,20.507260767034875
2023-06-20,Keyboard,Accessories,South,7,2023,274.25,2023,6,June,13.556599110232328
2024-03-16,Monitor,Accessories,South,8,9416,2125.54,2024,3,March,22.573704333050127
2023-11-27,Monitor,Accessories,East,8,7560,494.34,2023,11,November,6.538888888888889
2023-01-08,Monitor,Accessories,West,2,828,50.07,2023,1,January,6.047101449275362
2023-12-07,Mouse,Accessories,West,1,527,27.45,2023,12,December,5.208728652751423
2022-09-11,Keyboard,Accessories,North,2,1160,206.49,2022,9,September,17.800862068965518
2022-03-29,Mouse,Accessories,West,5,5430,310.86,2022,3,March,5.724861878453039
2024-01-15,Tablet,Electronics,South,7,6874,454.53,2024,1,January,6.612307244690137
2023-07-12,Printer,Office,East,8,8952,1825.37,2023,7,July,20.390638963360143
2022-06-06,Mouse,Accessories,East,8,416,67.81,2022,6,June,16.30048076923077
2023-11-18,Smartphone,Electronics,South,3,1680,140.27,2023,11,November,8.349404761904761
2022-08-27,Mouse,Accessories,South,7,4340,383.9,2022,8,August,8.845622119815667
2022-01-16,Laptop,Electronics,West,9,7650,2130.82,2022,1,January,27.85385620915033
2024-04-03,Smartwatch,Electronics,West,8,6328,412.76,2024,4,April,6.52275600505689
2022-08-19,Keyboard,Accessories,West,2,1312,344.0,2022,8,August,26.21951219512195
2022-01-21,Camera,Electronics,East,9,8055,2300.17,2022,1,January,28.555803848541277
2022-03-19,Camera,Electronics,South,2,840,153.61,2022,3,March,18.28690476190476
2023-03-16,Tablet,Electronics,South,9,9423,2794.89,2023,3,March,29.660299267749124
2023-12-30,Monitor,Accessories,North,8,6520,1113.12,2023,12,December,17.072392638036806
2022-10-20,Laptop,Electronics,North,3,1950,116.12,2022,10,October,5.954871794871795
2023-10-16,Camera,Electronics,South,6,5928,1177.2,2023,10,October,19.858299595141702
2023-07-29,Camera,Electronics,South,7,4809,1418.72,2023,7,July,29.501351632356
2023-06-04,Smartphone,Electronics,West,4,356,23.4,2023,6,June,6.573033707865168
2023-04-28,Laptop,Electronics,South,2,570,94.39,2023,4,April,16.55964912280702
2022-05-13,Monitor,Accessories,East,7,7791,907.96,2022,5,May,11.653959697086382
2024-05-10,Smartwatch,Electronics,East,4,4168,494.48,2024,5,May,11.863723608445298
2023-08-21,Tablet,Electronics,North,2,684,183.85,2023,8,August,26.878654970760234
2024-01-05,Smartphone,Electronics,East,7,3857,447.99,2024,1,January,11.614985740212601
2024-09-07,Camera,Electronics,North,5,3250,699.99,2024,9,September,21.538153846153847
2023-08-03,Printer,Office,North,6,1194,79.62,2023,8,August,6.668341708542715
2023-05-07,Laptop,Electronics,West,6,3486,320.91,2023,5,May,9.205679862306368
2022-08-05,Monitor,Accessories,West,7,1554,370.97,2022,8,August,23.871943371943374
2024-07-19,Smartwatch,Electronics,North,3,2601,463.36,2024,7,July,17.814686658977315
2022-11-15,Headphones,Accessories,West,4,3616,745.75,2022,11,November,20.623617256637168
2023-02-01,Mouse,Accessories,West,5,3350,986.33,2023,2,February,29.442686567164177
2023-12-20,Smartwatch,Electronics,South,5,2545,588.47,2023,12,December,23.122593320235758
2024-08-26,Monitor,Accessories,East,1,545,68.28,2024,8,August,12.528440366972477
2023-12-19,Mouse,Accessories,North,7,1470,178.85,2023,12,December,12.166666666666666
2023-11-30,Camera,Electronics,South,3,3126,870.95,2023,11,November,27.861484325015994
2024-12-27,Laptop,Electronics,West,3,1368,302.29,2024,12,December,22.097222222222225
2024-12-21,Headphones,Accessories,East,9,7083,1353.39,2024,12,December,19.107581533248624
2024-01-28,Printer,Office,East,2,1994,453.74,2024,1,January,22.755265797392177
2022-09-03,Camera,Electronics,North,4,4716,1084.16,2022,9,September,22.98897370653096
2024-02-29,Monitor,Accessories,South,1,975,125.85,2024,2,February,12.907692307692306
2023-04-21,Smartphone,Electronics,West,9,9891,1774.03,2023,4,April,17.935800222424426
2024-05-24,Smartwatch,Electronics,South,2,626,159.49,2024,5,May,25.477635782747605
2024-05-19,Monitor,Accessories,East,8,5632,1620.04,2024,5,May,28.764914772727273
2024-09-10,Printer,Office,West,3,2568,734.6,2024,9,September,28.605919003115265
2023-09-12,Tablet,Electronics,East,7,5285,629.07,2023,9,September,11.902932828760644
2023-11-08,Camera,Electronics,East,2,516,122.77,2023,11,November,23.79263565891473
2022-05-31,Monitor,Accessories,East,3,2139,503.08,2022,5,May,23.519401589527817
2023-01-05,Laptop,Electronics,East,9,8136,1923.89,2023,1,January,23.64663225172075
2024-10-25,Laptop,Electronics,West,5,2130,318.99,2024,10,October,14.97605633802817
2024-04-01,Headphones,Accessories,South,5,3445,202.15,2024,4,April,5.867924528301887
2024-12-16,Tablet,Electronics,East,8,5376,429.84,2024,12,December,7.9955357142857135
2023-08-05,Printer,Office,West,6,3006,730.14,2023,8,August,24.28942115768463
2022-12-31,Headphones,Accessories,North,7,3941,1113.85,2022,12,December,28.26313118497843
2023-03-10,Monitor,Accessories,North,5,3350,389.95,2023,3,March,11.640298507462687
2024-05-05,Printer,Office,South,3,2019,265.44,2024,5,May,13.147102526002971
2022-06-09,Headphones,Accessories,North,8,2416,403.38,2022,6,June,16.696192052980134
2022-05-13,Monitor,Accessories,West,8,6160,684.71,2022,5,May,11.115422077922078
2022-04-07,Printer,Office,East,4,2796,682.65,2022,4,April,24.415236051502145
2024-12-19,Smartwatch,Electronics,South,7,7700,1573.41,2024,12,December,20.433896103896103
2024-06-17,Smartwatch,Electronics,West,5,2095,193.93,2024,6,June,9.256801909307876
2024-09-25,Camera,Electronics,North,5,5990,1548.62,2024,9,September,25.853422370617697
2024-12-27,Smartwatch,Electronics,North,2,1206,307.02,2024,12,December,25.457711442786067
2024-03-15,Smartwatch,Electronics,South,5,1330,285.78,2024,3,March,21.48721804511278
2022-07-25,Camera,Electronics,West,6,2706,766.68,2022,7,July,28.33259423503326
2023-01-14,Laptop,Electronics,East,3,426,50.8,2023,1,January,11.92488262910798
2024-11-13,Tablet,Electronics,West,1,414,50.26,2024,11,November,12.140096618357488
2024-06-29,Laptop,Electronics,East,5,5465,546.33,2024,6,June,9.996889295516926
2024-05-22,Tablet,Electronics,South,3,726,71.06,2024,5,May,9.787878787878789
2022-04-30,Smartwatch,Electronics,East,1,1001,225.75,2022,4,April,22.552447552447553
2022-02-16,Mouse,Accessories,West,9,7362,1866.65,2022,2,February,25.355202390654714
2022-05-14,Keyboard,Accessories,East,4,2284,576.59,2022,5,May,25.24474605954466
2022-12-17,Tablet,Electronics,East,4,2940,566.36,2022,12,December,19.263945578231294
2023-05-16,Printer,Office,South,4,3068,868.89,2023,5,May,28.321056062581484
2024-08-07,Smartphone,Electronics,North,3,3477,862.21,2024,8,August,24.79752660339373
2024-08-04,Smartwatch,Electronics,West,9,4014,204.48,2024,8,August,5.0941704035874436
2024-08-07,Monitor,Accessories,North,8,7200,804.53,2024,8,August,11.174027777777777
2024-04-03,Smartwatch,Electronics,West,3,735,134.53,2024,4,April,18.303401360544218
2023-01-31,Monitor,Accessories,East,3,2964,446.54,2023,1,January,15.065452091767881
2022-03-25,Camera,Electronics,West,9,3699,276.07,2022,3,March,7.463368477967018
2022-05-14,Printer,Office,West,3,1563,221.62,2022,5,May,14.179142674344211
2023-07-13,Mouse,Accessories,South,2,124,32.27,2023,7,July,26.024193548387096
2023-07-03,Mouse,Accessories,North,2,416,71.68,2023,7,July,17.230769230769234
2023-03-07,Camera,Electronics,South,8,2624,294.24,2023,3,March,11.213414634146341
2024-11-04,Headphones,Accessories,East,4,1636,134.85,2024,11,November,8.242665036674817
2023-12-24,Headphones,Accessories,East,8,8200,1978.93,2023,12,December,24.13329268292683
2022-03-10,Mouse,Accessories,East,5,5615,715.58,2022,3,March,12.744078361531614
2022-09-30,Printer,Office,East,5,3085,413.52,2022,9,September,13.404213938411669
2024-12-07,Keyboard,Accessories,South,6,3198,913.76,2024,12,December,28.57285803627267
2022-02-13,Camera,Electronics,West,4,1848,374.66,2022,2,February,20.273809523809526
2023-04-11,Smartwatch,Electronics,North,4,652,116.06,2023,4,April,17.800613496932517
2022-11-22,Mouse,Accessories,South,6,2940,609.99,2022,11,November,20.74795918367347
2022-05-29,Headphones,Accessories,East,4,3912,454.89,2022,5,May,11.628067484662576
2022-10-09,Tablet,Electronics,South,8,9392,891.07,2022,10,October,9.487542589437819
2022-10-21,Monitor,Accessories,West,1,312,43.01,2022,10,October,13.78525641025641
2023-11-24,Laptop,Electronics,East,9,7731,1459.74,2023,11,November,18.88164532402018
2023-06-23,Tablet,Electronics,West,1,1081,229.32,2023,6,June,21.21369102682701
2023-08-16,Smartphone,Electronics,West,6,1926,393.01,2023,8,August,20.405503634475597
2022-07-26,Monitor,Accessories,East,3,936,88.51,2022,7,July,9.456196581196581
2024-12-29,Laptop,Electronics,South,9,8550,1970.98,2024,12,December,23.052397660818713
2023-08-24,Monitor,Accessories,North,4,2468,457.51,2023,8,August,18.53768233387358
2023-09-04,Tablet,Electronics,West,3,801,90.34,2023,9,September,11.278401997503122
2023-01-03,Laptop,Electronics,East,9,2655,701.11,2023,1,January,26.407156308851228
2023-11-30,Smartwatch,Electronics,West,8,3928,700.38,2023,11,November,17.830448065173115
2024-07-11,Monitor,Accessories,East,8,6488,1438.34,2024,7,July,22.169235511713932
2024-02-03,Headphones,Accessories,West,9,7695,1749.26,2024,2,February,22.7324236517219
2023-07-19,Headphones,Accessories,West,2,1856,468.19,2023,7,July,25.22575431034483
2022-04-14,Smartwatch,Electronics,North,7,1519,403.63,2022,4,April,26.57208689927584
2024-01-19,Tablet,Electronics,West,3,3549,996.05,2024,1,January,28.06565229642153
2024-09-12,Laptop,Electronics,East,3,1656,378.84,2024,9,September,22.8768115942029
2024-08-24,Keyboard,Accessories,North,7,812,175.55,2024,8,August,21.61945812807882
2022-12-25,Mouse,Accessories,North,5,3730,864.41,2022,12,December,23.174530831099194
2023-12-24,Monitor,Accessories,South,1,1161,210.87,2023,12,December,18.16279069767442
2022-05-18,Headphones,Accessories,North,3,2256,282.52,2022,5,May,12.523049645390069
2024-09-28,Monitor,Accessories,East,1,359,78.17,2024,9,September,21.774373259052926
2024-03-23,Headphones,Accessories,East,2,130,11.1,2024,3,March,8.538461538461538
2022-09-26,Mouse,Accessories,South,8,4248,831.54,2022,9,September,19.574858757062145
2024-10-04,Camera,Electronics,South,5,1825,221.47,2024,10,October,12.135342465753425
2024-09-25,Keyboard,Accessories,East,2,876,224.01,2024,9,September,25.571917808219176
2023-01-03,Camera,Electronics,North,9,9180,2752.84,2023,1,January,29.98736383442266
2024-03-26,Monitor,Accessories,West,5,1765,160.89,2024,3,March,9.115580736543908
2022-10-06,Monitor,Accessories,South,2,1504,164.51,2022,10,October,10.93816489361702
2022-06-30,Keyboard,Accessories,South,9,1881,430.78,2022,6,June,22.901648059542794
2022-01-16,Keyboard,Accessories,East,9,7425,1533.72,2022,1,January,20.65616161616162
2022-10-16,Tablet,Electronics,East,9,720,192.83,2022,10,October,26.781944444444445
2024-05-07,Smartphone,Electronics,West,5,2985,698.22,2024,5,May,23.390954773869346
2022-01-04,Laptop,Electronics,North,9,711,200.11,2022,1,January,28.14486638537272
2024-08-13,Printer,Office,South,6,6276,1396.25,2024,8,August,22.2474506054812
2023-01-13,Mouse,Accessories,East,7,7966,955.8,2023,1,January,11.99849359779061
2023-03-14,Headphones,Accessories,East,8,4200,854.89,2023,3,March,20.35452380952381
2024-05-17,Laptop,Electronics,East,7,455,80.0,2024,5,May,17.582417582417584
2024-10-15,Keyboard,Accessories,South,8,5040,465.36,2024,10,October,9.233333333333334
2023-09-11,Mouse,Accessories,East,1,856,87.69,2023,9,September,10.244158878504672
2023-07-20,Monitor,Accessories,West,5,5230,385.77,2023,7,July,7.376099426386233
2022-03-19,Laptop,Electronics,South,5,4635,769.03,2022,3,March,16.59180151024811
2024-12-07,Laptop,Electronics,East,6,5508,360.28,2024,12,December,6.541031227305736
2023-06-06,Smartphone,Electronics,North,1,258,27.01,2023,6,June,10.468992248062015
2023-07-13,Smartphone,Electronics,East,1,677,88.41,2023,7,July,13.059084194977844
2023-07-10,Monitor,Accessories,West,5,4545,755.05,2023,7,July,16.61276127612761
2024-09-09,Smartphone,Electronics,South,5,4370,1255.36,2024,9,September,28.726773455377575
2023-01-06,Keyboard,Accessories,East,3,372,57.51,2023,1,January,15.45967741935484
2024-09-05,Camera,Electronics,West,9,3177,629.96,2024,9,September,19.82876927919421
2023-04-19,Printer,Office,South,7,1659,127.48,2023,4,April,7.684147076552141
2023-04-20,Tablet,Electronics,South,3,3360,759.31,2023,4,April,22.598511904761903
2023-03-02,Smartphone,Electronics,West,2,1132,290.56,2023,3,March,25.667844522968196
2024-10-05,Smartwatch,Electronics,East,5,1815,468.62,2024,10,October,25.819283746556476
2023-11-11,Mouse,Accessories,North,1,459,125.19,2023,11,November,27.27450980392157
2023-11-15,Smartphone,Electronics,West,1,1128,73.74,2023,11,November,6.537234042553192
2024-10-30,Monitor,Accessories,East,6,1170,104.63,2024,10,October,8.942735042735043
2022-08-01,Smartwatch,Electronics,North,5,4420,380.69,2022,8,August,8.61289592760181
2024-02-29,Smartphone,Electronics,West,6,456,69.15,2024,2,February,15.164473684210527
2024-02-25,Tablet,Electronics,North,2,1458,154.79,2024,2,February,10.616598079561042
2024-06-24,Monitor,Accessories,West,7,2989,197.58,2024,6,June,6.610237537638007
2024-12-20,Camera,Electronics,North,4,3424,845.68,2024,12,December,24.69859813084112
2024-10-14,Mouse,Accessories,West,2,1226,124.25,2024,10,October,10.13458401305057
2024-11-16,Laptop,Electronics,North,8,6760,1097.63,2024,11,November,16.237130177514793
2023-09-25,Smartphone,Electronics,West,1,111,13.61,2023,9,September,12.26126126126126
2023-06-09,Printer,Office,North,5,3275,222.29,2023,6,June,6.7874809160305345
2024-09-08,Headphones,Accessories,North,3,2508,498.69,2024,9,September,19.88397129186603
2024-09-01,Keyboard,Accessories,South,8,904,202.35,2024,9,September,22.383849557522122
2024-09-05,Printer,Office,West,3,1506,427.84,2024,9,September,28.40903054448871
2022-10-23,Smartphone,Electronics,South,3,987,97.01,2022,10,October,9.828774062816617
2022-01-29,Smartphone,Electronics,East,7,2968,728.94,2022,1,January,24.559973045822105
2022-03-17,Mouse,Accessories,South,5,4200,746.86,2022,3,March,17.78238095238095
2024-01-16,Smartwatch,Electronics,North,5,1645,313.66,2024,1,January,19.067477203647417
2024-11-25,Printer,Office,East,3,3282,492.59,2024,11,November,15.00883607556368
2022-02-13,Headphones,Accessories,East,9,4914,1160.45,2022,2,February,23.615181115181116
2023-03-30,Laptop,Electronics,North,6,3924,762.96,2023,3,March,19.4434250764526
2023-09-12,Headphones,Accessories,South,6,420,65.62,2023,9,September,15.623809523809525
2024-06-28,Printer,Office,West,4,1544,106.02,2024,6,June,6.866580310880829
2022-08-29,Headphones,Accessories,East,2,2046,233.47,2022,8,August,11.411045943304007
2023-11-22,Headphones,Accessories,West,2,1548,157.48,2023,11,November,10.17312661498708
2023-05-10,Keyboard,Accessories,North,4,3184,478.27,2023,5,May,15.021042713567839
2024-10-17,Printer,Office,South,5,3385,774.86,2024,10,October,22.890989660265877
2023-10-11,Monitor,Accessories,North,1,59,10.32,2023,10,October,17.491525423728817
2024-05-18,Monitor,Accessories,South,8,5976,1016.99,2024,5,May,17.01790495314592
2023-01-30,Mouse,Accessories,West,3,1791,122.5,2023,1,January,6.839754327191513
2023-01-13,Smartwatch,Electronics,West,2,1644,189.32,2023,1,January,11.51581508515815
2024-05-17,Tablet,Electronics,West,8,6584,544.62,2024,5,May,8.271871202916161
2022-08-03,Headphones,Accessories,East,5,1620,325.87,2022,8,August,20.11543209876543
2024-02-06,Mouse,Accessories,West,9,2736,407.22,2024,2,February,14.883771929824563
2024-04-11,Monitor,Accessories,South,4,1064,274.47,2024,4,April,25.79605263157895
2024-06-18,Camera,Electronics,South,7,2667,363.5,2024,6,June,13.629546306711662
2023-04-03,Headphones,Accessories,South,3,735,217.79,2023,4,April,29.631292517006802
2024-12-18,Laptop,Electronics,East,1,58,11.25,2024,12,December,19.396551724137932
2023-04-25,Camera,Electronics,South,7,3136,850.3,2023,4,April,27.114158163265305
2023-09-17,Mouse,Accessories,East,4,3936,374.34,2023,9,September,9.510670731707316
2022-11-23,Smartphone,Electronics,East,9,6102,947.91,2022,11,November,15.53441494591937
2024-05-17,Smartphone,Electronics,North,8,9408,552.44,2024,5,May,5.87202380952381
2022-12-14,Mouse,Accessories,South,9,7875,1243.56,2022,12,December,15.791238095238095
2024-10-13,Keyboard,Accessories,North,9,9900,576.8,2024,10,October,5.826262626262626
2024-10-16,Keyboard,Accessories,North,2,430,114.91,2024,10,October,26.72325581395349
2023-09-18,Mouse,Accessories,South,3,813,238.1,2023,9,September,29.286592865928657
2023-12-09,Camera,Electronics,South,4,4176,980.11,2023,12,December,23.470067049808428
2023-10-02,Camera,Electronics,South,4,3084,348.38,2023,10,October,11.296368352788585
2022-03-31,Mouse,Accessories,West,7,8008,1593.65,2022,3,March,19.900724275724276
2024-06-12,Smartwatch,Electronics,South,4,4608,963.5,2024,6,June,20.909288194444446
2024-06-16,Headphones,Accessories,West,4,4356,614.62,2024,6,June,14.10973370064279
2023-09-04,Printer,Office,South,1,566,169.17,2023,9,September,29.8886925795053
2022-12-02,Laptop,Electronics,East,7,945,75.21,2022,12,December,7.958730158730158
2022-11-12,Smartwatch,Electronics,North,4,2200,484.33,2022,11,November,22.014999999999997
2024-12-30,Mouse,Accessories,North,1,746,131.25,2024,12,December,17.593833780160857
2024-12-06,Monitor,Accessories,East,5,3505,678.18,2024,12,December,19.348930099857345
2024-05-26,Monitor,Accessories,East,5,4795,819.12,2024,5,May,17.08279457768509
2024-10-20,Monitor,Accessories,North,5,4590,650.05,2024,10,October,14.16230936819172
2023-05-04,Monitor,Accessories,North,4,2092,467.02,2023,5,May,22.324091778202675
2024-05-09,Mouse,Accessories,South,8,3568,334.13,2024,5,May,9.364630044843048
2023-12-07,Smartphone,Electronics,West,9,10404,2028.21,2023,12,December,19.494521337946942
2022-12-10,Printer,Office,South,9,7029,1005.58,2022,12,December,14.306160193484137
2022-11-21,Laptop,Electronics,West,8,664,126.6,2022,11,November,19.066265060240966
2024-11-20,Tablet,Electronics,West,3,1923,274.0,2024,11,November,14.248569942797712
2022-11-30,Printer,Office,West,7,2471,566.51,2022,11,November,22.926345609065155
2024-01-03,Smartphone,Electronics,North,2,258,64.12,2024,1,January,24.852713178294575
2024-10-29,Smartwatch,Electronics,East,9,1134,267.26,2024,10,October,23.567901234567902
2024-09-24,Headphones,Accessories,East,5,855,238.83,2024,9,September,27.933333333333334
2024-04-09,Smartwatch,Electronics,West,9,3231,670.85,2024,4,April,20.762921696069327
2024-09-05,Tablet,Electronics,South,7,3591,266.59,2024,9,September,7.423837371205791
2024-02-03,Camera,Electronics,East,2,254,20.48,2024,2,February,8.062992125984252
2023-03-17,Smartphone,Electronics,South,5,5930,1193.32,2023,3,March,20.12344013490725
2024-07-15,Headphones,Accessories,West,2,1344,297.99,2024,7,July,22.171875000000004
2023-03-20,Laptop,Electronics,East,1,920,98.31,2023,3,March,10.685869565217391
2022-08-28,Printer,Office,North,9,5454,385.51,2022,8,August,7.0683901723505675
2022-12-01,Laptop,Electronics,West,8,9512,663.23,2022,12,December,6.972560975609757
2023-01-21,Mouse,Accessories,North,4,2972,827.46,2023,1,January,27.841857335127862
2024-05-23,Smartwatch,Electronics,West,3,3360,465.02,2024,5,May,13.83988095238095
2022-10-24,Tablet,Electronics,West,4,1004,240.13,2022,10,October,23.917330677290835
2024-12-25,Headphones,Accessories,West,2,1944,332.55,2024,12,December,17.10648148148148
2023-09-18,Monitor,Accessories,East,5,5055,1200.09,2023,9,September,23.740652818991094
2022-07-18,Smartwatch,Electronics,West,2,128,8.33,2022,7,July,6.5078125
2024-03-09,Smartphone,Electronics,East,3,633,163.03,2024,3,March,25.755134281200633
2022-12-14,Printer,Office,South,3,2523,506.7,2022,12,December,20.08323424494649
2023-11-06,Printer,Office,West,1,196,39.6,2023,11,November,20.20408163265306
2022-02-11,Printer,Office,East,9,4212,552.96,2022,2,February,13.128205128205128
2024-03-28,Monitor,Accessories,North,1,63,17.29,2024,3,March,27.444444444444443
2023-07-02,Mouse,Accessories,South,8,2752,394.66,2023,7,July,14.340843023255815
2024-11-11,Mouse,Accessories,West,3,1989,419.61,2024,11,November,21.09653092006033
2024-03-09,Laptop,Electronics,East,8,8032,466.19,2024,3,March,5.804158366533865
2022-01-21,Tablet,Electronics,South,6,3702,407.34,2022,1,January,11.0032414910859
2022-10-17,Smartwatch,Electronics,East,8,456,90.24,2022,10,October,19.789473684210527
2023-02-10,Camera,Electronics,West,7,5355,1143.16,2023,2,February,21.347525676937444
2024-03-04,Camera,Electronics,West,1,972,261.91,2024,3,March,26.945473251028808
2022-01-08,Headphones,Accessories,South,5,3290,797.82,2022,1,January,24.249848024316112
2022-11-24,Laptop,Electronics,East,1,735,139.31,2022,11,November,18.95374149659864
2024-10-24,Tablet,Electronics,North,3,3336,798.26,2024,10,October,23.928657074340528
2022-10-03,Keyboard,Accessories,West,3,2082,346.53,2022,10,October,16.64409221902017
2024-07-18,Keyboard,Accessories,East,2,1340,129.89,2024,7,July,9.69328358208955
2022-03-13,Laptop,Electronics,East,5,1160,227.13,2022,3,March,19.580172413793104
2024-09-21,Monitor,Accessories,East,4,1272,299.84,2024,9,September,23.572327044025155
2022-01-14,Printer,Office,West,3,2817,588.47,2022,1,January,20.889953851615196
2024-03-05,Monitor,Accessories,East,3,1464,264.67,2024,3,March,18.078551912568308
2023-02-13,Headphones,Accessories,West,1,307,60.51,2023,2,February,19.710097719869708
2022-10-01,Tablet,Electronics,West,6,5706,1306.92,2022,10,October,22.904311251314407
2024-05-25,Headphones,Accessories,North,1,1112,100.47,2024,5,May,9.035071942446043
2023-07-15,Keyboard,Accessories,West,1,1147,133.48,2023,7,July,11.637314734088926
2023-02-11,Laptop,Electronics,North,2,330,66.57,2023,2,February,20.17272727272727
2023-07-12,Monitor,Accessories,North,4,2176,250.89,2023,7,July,11.529871323529411
2022-03-19,Headphones,Accessories,South,7,7616,1317.79,2022,3,March,17.302914915966387
2024-07-16,Printer,Office,North,1,1091,258.3,2024,7,July,23.67552703941338
2024-04-03,Tablet,Electronics,East,2,1026,279.76,2024,4,April,27.267056530214422
2024-11-17,Tablet,Electronics,West,2,210,42.04,2024,11,November,20.01904761904762
2022-09-17,Printer,Office,North,2,180,10.78,2022,9,September,5.988888888888889
2024-09-12,Tablet,Electronics,North,4,380,72.88,2024,9,September,19.17894736842105
2023-08-13,Monitor,Accessories,West,8,7664,1580.55,2023,8,August,20.62304279749478
2022-10-22,Smartphone,Electronics,East,8,6056,1029.9,2022,10,October,17.00627476882431
2022-01-28,Mouse,Accessories,North,6,606,104.52,2022,1,January,17.247524752475247
2024-03-30,Monitor,Accessories,North,3,750,193.86,2024,3,March,25.848000000000006
2024-12-11,Printer,Office,East,2,1218,218.88,2024,12,December,17.970443349753694
2023-03-26,Laptop,Electronics,West,2,2162,355.45,2023,3,March,16.440795559666974
2023-03-13,Headphones,Accessories,East,9,2223,347.01,2023,3,March,15.609986504723347
2023-09-19,Smartphone,Electronics,West,7,4452,920.05,2023,9,September,20.665992812219226
2022-02-08,Printer,Office,West,1,184,50.19,2022,2,February,27.27717391304348
2022-04-05,Headphones,Accessories,North,3,288,77.38,2022,4,April,26.868055555555554
2024-01-24,Camera,Electronics,West,2,834,150.12,2024,1,January,18.0
2023-08-20,Keyboard,Accessories,East,5,4025,923.17,2023,8,August,22.93590062111801
2023-09-08,Headphones,Accessories,West,7,4732,1084.28,2023,9,September,22.913778529163146
2022-05-19,Headphones,Accessories,West,5,4025,407.72,2022,5,May,10.12968944099379
2023-07-15,Printer,Office,South,8,2416,500.93,2023,7,July,20.733857615894042
2024-03-16,Tablet,Electronics,North,7,1897,524.69,2024,3,March,27.658935160780185
2022-04-16,Mouse,Accessories,East,4,840,190.13,2022,4,April,22.63452380952381
2022-01-02,Mouse,Accessories,North,8,6600,360.45,2022,1,January,5.461363636363636
